canonical_verb,cluster_id,cluster_size,is_noise,dominant_episode_id,dominant_episode_count,representative_segment_id,representative_episode_id,representative_start_time,silhouette_for_verb
fold_clothes,fold_clothes__0,33,False,2025-09-20-17-42-51-000000,22,2025-09-20-17-42-51-000000:front_1:000024,2025-09-20-17-42-51-000000,24.0,0.10669125582158671
fold_clothes,fold_clothes__1,155,False,2025-09-20-17-47-54-000000,83,2025-09-20-17-47-54-000000:front_1:000043,2025-09-20-17-47-54-000000,43.0,0.10669125582158671
